id,name,glottocode,iso639_3,macroarea,latitude,longitude,family
1550,Caluyanun (Semirara),semi1263,clu,Papunesia,,,Austronesian
1551,Guiangan (Sirib),gian1241,bgi,Papunesia,6.99967,125.359,Austronesian
1552,Guiangan (Baguio),gian1241,bgi,Papunesia,6.99967,125.359,Austronesian
1553,Inati (Hamtic),atii1237,atk,Papunesia,11.1539,122.512,Austronesian
1554,"Inati (Jordan, Guimaras)",atii1237,atk,Papunesia,11.1539,122.512,Austronesian
1555,Tandaganon (Naturalis),natu1247,tgn,Papunesia,,,Austronesian
1556,Malay,indo1316,ind,Papunesia,-7.33458,109.716,Austronesian
1557,Kala,kela1255,kcl,Papunesia,-7.47103,147.173,Austronesian
1558,Jiamao,jiam1236,jio,Eurasia,18.5548,109.854,Tai-Kadai
1559,Jiamao (Lingshui),jiam1236,jio,Eurasia,18.5548,109.854,Tai-Kadai
1560,Great Andamanese,grea1241,,,,,Great Andamanese
1561,Proto-Austroasiatic,aust1305,,,,,Austroasiatic
1562,Proto-Japanese,japo1237,,,,,Japonic
1563,Proto-Nivkh,gily1242,niv,Eurasia,52.59,140.681,Nivkh
1564,Kenaboi (I),kena1236,xbn,Eurasia,3.154162,102.01596,Kenaboi
1565,Proto-Nicobarese,nico1262,,,,,Austroasiatic
1566,Proto-Aslian,asli1243,,,,,Austroasiatic
1567,Kusunda,kusu1250,kgg,Eurasia,28.33,82.6,Kusunda
1568,Kenaboi (II),kena1236,xbn,Eurasia,3.154162,102.01596,Kenaboi
1569,Agutyanen,agut1237,agn,Papunesia,10.5328,119.655,Austronesian
1570,Moklen,mokl1243,mkm,Eurasia,8.16761,98.3176,Austronesian
1571,Proto-Moken-Moklen,moke1241,,,,,Austronesian
1572,Nihali,niha1238,nll,Eurasia,21.1886,76.3318,Nihali
1573,Fwâi,fwai1237,fwa,Papunesia,-20.6873,164.901,Austronesian
1574,Pije (mountain),pije1237,piz,Papunesia,-20.7824,164.942,Austronesian
1575,Pije (Ocean),pije1237,piz,Papunesia,-20.7824,164.942,Austronesian
1576,Xârâcùù,xara1244,ane,Papunesia,-21.7034,165.996,Austronesian
1577,Keapara (Kalo Dialect),kalo1259,khz,Papunesia,,,Austronesian
1578,Nguluwan,ngul1236,nuw,Papunesia,8.45,137.34,Austronesian
1579,Sungwadia (Naomumu),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1580,North Ambae (Leonda),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1581,North Ambae (Havai),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1582,Sungwadia (Uta),mari1426,mrb,Papunesia,-14.970047,168.057941,Austronesian
1583,Sungwadia (Marino),mari1426,mrb,Papunesia,-14.970047,168.057941,Austronesian
1584,North Ambae (Leo),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1585,Mwerlap (of N. Maewo),merl1237,mrm,Papunesia,-14.450679,168.053527,Austronesian
1586,Sungwadaga (Roŋnawo),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1587,Sungwaloge (Tawet) as spoken at Naviso,cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1588,Sungwadaga (Lalaundi),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1589,Sungwada (Ngota),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1590,Sungwadola (Gʷaaran Uta),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1591,Sungwadoga (Rata),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1592,East Ambae (Sana),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1593,South Ambae (Lolovele),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1594,South Ambae (Biribiri),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1595,South Ambae (Sakao),port1296,omb,Papunesia,,,Austronesian
1596,Sungwaloge (Tawet) as spoken at Narovorovo,cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1597,East Ambae (Vuindondo),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1598,Sungwaloge (Nalemba) as spoken at Narovorovo),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1599,West Ambae (Walaha),wala1268,nnd,Papunesia,,,Austronesian
1600,East Ambae (Lolovoli),east2443,omb,Papunesia,-15.3523,167.89,Austronesian
1601,Sungwaloge (Nalemba) as spoken at Nasawa,cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1602,Sungagage (Avanbatai),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1603,Raga,hano1246,lml,Papunesia,-15.5432,168.167,Austronesian
1604,Sungagage (Avavanvae),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1605,Sungagage (Asanvari),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1606,Xalangi (Baetora),baet1237,mwo,Papunesia,-15.2574,168.159,Austronesian
1607,Sungwadia (Tasmaor),mari1426,mrb,Papunesia,-14.970047,168.057941,Austronesian
1608,Cemuhî,cemu1238,cam,Papunesia,-20.8489,165.13,Austronesian
1609,Xârâgurè,xara1243,axx,Papunesia,-21.8223,166.376,Austronesian
1610,Hamea,meaa1237,cir,Papunesia,-21.4939,165.771,Austronesian
1611,Proto-Kra-Dai,kada1291,,,,,Tai-Kadai
1612,Tîrî (Tsîrî - Tintin),tiri1261,cir,Papunesia,,,Austronesian
1613,Nemi (Temala area),nemi1240,nem,Papunesia,-20.6791,164.797,Austronesian
1614,Nemi (East cost area),nemi1240,nem,Papunesia,-20.6791,164.797,Austronesian
1615,Numèè (Nââ Numèè),nume1242,kdk,Papunesia,-22.2689,166.705,Austronesian
1616,Proto-Asmat-Kamoro,asma1256,,,,,Nuclear Trans New Guinea
1617,Jawe,jawe1237,jaz,Papunesia,-20.6648,164.676,Austronesian
1618,Sishëë,zire1240,sih,Papunesia,-21.6544,165.482,Austronesian
1619,Keapara (Keapara/Kerepunu Dialect),keap1239,khz,Papunesia,-10.1342,147.95,Austronesian
1620,Proto-Palawan,pala1354,,,,,Austronesian
1621,Proto-Batanic,bata1315,,,,,Austronesian
1622,Proto-Central Luzon,cent2080,,,,,Austronesian
1623,Proto-Kalamianic,kala1389,,,,,Austronesian
1624,Proto-Gorontalo-Mongondow,goro1257,,,,,Austronesian
1625,Sungwadia (Naone),cent2058,mwo,Papunesia,-15.0784,168.135,Austronesian
1626,Mangaia,mang1402,rar,Papunesia,,,Austronesian
1627,Tokelau Fijian,fiji1243,fij,Papunesia,-18.0,178.33,Austronesian
1628,Penrhyn (Tongareva),penr1237,pnh,Papunesia,-9.082238,-157.922908,Austronesian
1629,Beothuk,beot1247,bue,North America,48.0,-57.0,Beothuk
1630,Aitutaki,aitu1237,rar,Papunesia,,,Austronesian
1631,Ma'uke,mauk1238,rar,Papunesia,,,Austronesian
1632,Serewen,pomm1237,pmo,Papunesia,-1.64224,135.619,Austronesian
1633,Pom,pomm1237,pmo,Papunesia,-1.64224,135.619,Austronesian
1634,Biak (Northern),biak1248,bhw,Papunesia,-0.9523,135.879,Austronesian
1635,Inagta Alabat,alab1246,dul,Papunesia,14.1217,122.014,Austronesian
1636,Tahitian,tahi1242,tah,Papunesia,-17.6485,-149.45,Austronesian
1637,Surigaonon,suri1273,sgd,Papunesia,9.0,126.0,Austronesian
1638,Western Subanon,west2557,suc,Papunesia,7.79964,122.341,Austronesian
1639,Tugun,tugu1245,tzn,Papunesia,-7.72555,126.7,Austronesian
1640,"Tobian, Hatohobeian, Ramari Hatohobei",tobi1238,tox,Papunesia,3.004528,131.171295,Austronesian
1641,Manide (Labo),cama1250,abd,Papunesia,14.1571,122.835,Austronesian
1642,Vaha (Tanna Island),sout2869,nwi,Papunesia,-19.57953,169.35603,Austronesian
1643,Central Sinama,cent2092,sml,Papunesia,7.004574,118.455978,Austronesian
1644,Southern Thai,sout2746,sou,Eurasia,6.85668,99.7031,Tai-Kadai
1645,Tai Dam 1,taid1247,blt,Eurasia,18.9572,102.928,Tai-Kadai
1646,Tai Dam 2,taid1247,blt,Eurasia,18.9572,102.928,Tai-Kadai
1647,Tai Nüa 1,tain1252,tdd,Eurasia,21.7837,99.722,Tai-Kadai
1648,Tai Nüa 2,tain1252,tdd,Eurasia,21.7837,99.722,Tai-Kadai
1649,Tai Nüa 3,tain1252,tdd,Eurasia,21.7837,99.722,Tai-Kadai
1650,Tai Nüa 4,tain1252,tdd,Eurasia,21.7837,99.722,Tai-Kadai
1651,Thai,thai1261,tha,Eurasia,14.192,100.671,Tai-Kadai
1652,Lao,laoo1244,lao,Eurasia,19.0,102.46,Tai-Kadai
1653,Shan,shan1277,shn,Eurasia,21.5995,98.0342,Tai-Kadai
1654,Nukumanu,nuku1258,nuq,Papunesia,-4.576321,159.48537,Austronesian
1655,Mandailing,bata1291,akb,Papunesia,0.85805,99.898,Austronesian
1656,Ngevin,lame1259,,,,,Austronesian
1657,Nalema,lame1259,,,,,Austronesian
1658,Red Ston,lame1259,,,,,Austronesian
1659,Red Ston (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1660,Taolia,lame1259,,,,,Austronesian
1661,Vilakara,lame1259,,,,,Austronesian
1662,Vilakara (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1663,Lopika,lame1259,,,,,Austronesian
1664,Lopika (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1665,Tekelele,lame1259,,,,,Austronesian
1666,Tekelele (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1667,Oreao,bier1246,brj,Papunesia,-16.7867,168.232,Austronesian
1668,Oreao (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1669,Lopalis,lame1259,,,,,Austronesian
1670,Lopalis (Nakanamanga),nort2836,llp,Papunesia,-17.5774,168.375,Austronesian
1671,Tamalia,lame1259,,,,,Austronesian
1672,Miapika,lame1259,,,,,Austronesian
1673,nul nelsa 1-18,lame1259,,,,,Austronesian
1674,sara 1-16,bier1246,brj,Papunesia,-16.7867,168.232,Austronesian
1675,votlo 1-15,bier1246,brj,Papunesia,-16.7867,168.232,Austronesian
1676,jakena,lame1259,,,,,Austronesian
1677,Nouvi,lame1259,,,,,Austronesian
1678,mate wan,lame1259,,,,,Austronesian
1679,Lepa,lame1259,,,,,Austronesian
1680,Maŋgalava,bier1246,brj,Papunesia,-16.7867,168.232,Austronesian
1681,Nivenuhe,lame1259,,,,,Austronesian
1682,Morju,lame1259,,,,,Austronesian
1683,Maparahu,lame1259,,,,,Austronesian
1684,Niku,lame1259,,,,,Austronesian
1685,Laman Bay,lame1259,,,,,Austronesian
1686,Betawi Malay (Tengahan dialect),tang1384,,Papunesia,,,Austronesian
1687,Ulpea,,,,,,
1688,Lewo (Mate village),mate1259,lww,Papunesia,,,Austronesian
1689,Lewo (Nivu village),lewo1242,lww,Papunesia,-16.7612,168.334,Austronesian
1690,Lewo (Nikaura village),lewo1242,lww,Papunesia,-16.7612,168.334,Austronesian
1691,Buang (Headwaters dialect),mapo1242,bzh,Papunesia,-6.86672,146.774,Austronesian
1692,Lamen Bay,lame1260,lmu,Papunesia,-16.6098,168.171,Austronesian
1693,Proto-Atayal,atay1246,tay,,,,Austronesian
1694,Atayal (Matu'uwal),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
1695,Atayal (Plngawan),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
1696,Atayal (Squliq),sqol1237,,Papunesia,,,Austronesian
1697,Atayal (Skikun),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
1698,Atayal (Klesan),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
1699,Atayal (Matu'aw),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
1700,Atayal (S'uli),sqol1237,,Papunesia,,,Austronesian
1701,Proto-Bunun,bunu1267,bnn,Papunesia,23.4116,121.025,Austronesian
1702,South African Malay (Cape Malay),mala1538,,,,,Austronesian
1703,Kelinjau Modang,moda1244,mxd,Papunesia,0.80793,116.573,Austronesian
1704,Wehea (Wahau),moda1244,mxd,Papunesia,0.80793,116.573,Austronesian
1705,Bahau,baha1257,bhv,Papunesia,0.30801,115.332,Austronesian
1706,Mahakam Kayan,kaya1324,xay,Papunesia,0.91787,114.452,Austronesian
1707,Kuanua (Makada),kuan1248,ksd,Papunesia,-4.30986,152.114,Austronesian
1708,Tomoip,tomo1244,tqp,Papunesia,-5.30721,151.828,Austronesian
1709,Lote,lote1237,uvl,Papunesia,-5.954,150.911,Austronesian
1710,Acehnese-Lamno,achi1257,ace,Papunesia,3.90757,96.6032,Austronesian
1711,Aneityumese,anei1239,aty,Papunesia,-20.1864,169.825,Austronesian
1712,Dalkalaen,dalk1234,,Papunesia,-16.26246,167.93334,Austronesian
1713,Malay (1600),stan1306,zsm,Eurasia,3.08896,101.699,Austronesian
1714,Tamambo,malo1243,mla,Papunesia,-15.6835,167.16,Austronesian
1715,Fijian (Rewa; Burebasaga),,,,,,
1716,Fijian (Yasayasabeqa; Yanuca),,,,,,
1717,Fijian (Vanualevuicake; Dogotuki),,,,,,
1718,Fijian (Vanualevuicake; Vaturovaivanua),,,,,,
1719,Fijian (Vanualevuiloma; Wailevuirā),,,,,,
1720,Fijian (Rakiraki; Natokea),,,,,,
1721,Fijian (Wainibuka; Nalawa),,,,,,
1722,Fijian (Vanuabalavu; Lomaloma),vanu1243,llx,Papunesia,,,Austronesian
1723,Fijian (Nadroga; Nakaria),nadr1235,wyy,Papunesia,,,Austronesian
1724,Fijian (Ba; Votua),,,,,,
1725,Fijian (Nadroga; Wai),nadr1235,wyy,Papunesia,,,Austronesian
1726,Fijian (Vanualevuiloma; Nukubolu),,,,,,
1727,Fijian (Vanuabalavu; Mualevu),vanu1243,llx,Papunesia,,,Austronesian
1728,Fijian (Wainimala; Vuna Tailevu),,,,,,
1729,Fijian (Nadroga; Tubaniwai/Jubaniwai),nadr1235,wyy,Papunesia,,,Austronesian
1730,Fijian (Ovalau; Rukuruku Ovalau),,,,,,
1731,Fijian (Vatulawa; Mabuco),,,,,,
1732,Fijian (Vanualevuiloma; Macuata),,,,,,
1733,Fijian (Vanualevuicake; Saqani),,,,,,
1734,Fijian (Kadavu; Namālata),kada1285,fij,Papunesia,,,Austronesian
1735,Fijian (Wainibuka; Nabuto),,,,,,
1736,Fijian (Vanualevuiloma; Buca),,,,,,
1737,Fijian (Vanualevuicake; Namuka),,,,,,
1738,Fijian (Gau; Qalitū),,,,,,
1739,Fijian (Wainimala; Lutu),,,,,,
1740,Fijian (Vatulawa; Nadakeke/Narocake),,,,,,
1741,Fijian (Bau; Batiki Tailevu),bauu1243,fij,Papunesia,,,Austronesian
1742,Fijian (Tailevu; Kuku),,,,,,
1743,Fijian (Kadavu; Yawe),kada1285,fij,Papunesia,,,Austronesian
1744,Fijian (Sērua; Nadruku),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1745,Fijian (Verata; Bureta),,,,,,
1746,Fijian (Vanualevuicake; Nadogo),,,,,,
1747,Fijian (Naitasiri; Lami),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1748,Fijian (Kadavu; Yale),kada1285,fij,Papunesia,,,Austronesian
1749,Fijian (Nadrau; Nadrau),nadr1234,wyy,Papunesia,,,Austronesian
1750,Fijian (Rewa; Kiuva),,,,,,
1751,Fijian (Vanualevuiloma; Tamonibuca),,,,,,
1752,Fijian (Yasawa; Yasawa),,,,,,
1753,Fijian (Wainibuka; Nakorotubu),,,,,,
1754,Fijian (Vanualevuicake; Udu),,,,,,
1755,Fijian (Sērua; Bajiwai/Batiwai),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1756,Fijian (Magodro; Nāloto Bā),west2519,wyy,Papunesia,-17.8355,177.657,Austronesian
1757,Fijian (Verata; Qomā),,,,,,
1758,Fijian (Bua; Wailevu Bua),west2514,fij,Papunesia,,,Austronesian
1759,Fijian (Bua; Bua),west2514,fij,Papunesia,,,Austronesian
1760,Fijian (Wainibuka; Nailuva),,,,,,
1761,Fijian (Bua; Kubulau),west2514,fij,Papunesia,,,Austronesian
1762,Fijian (Rakiraki; Navatu Nakorotubu),,,,,,
1763,Fijian (Wainibuka; Nalidi),,,,,,
1764,Fijian (Vanualevuiloma; Sēqāqāirā),,,,,,
1765,Fijian (Nadrau; Nabōbuco),nadr1234,wyy,Papunesia,,,Austronesian
1766,Fijian (Bua; Natokalau Kubulau),west2514,fij,Papunesia,,,Austronesian
1767,Fijian (Yasawa; Teci),,,,,,
1768,Fijian (Ba; Nailaga,,,,,,
1769,Fijian (Verata; Nasēsara),,,,,,
1770,Fijian (Wainibuka; Nausori Rā),,,,,,
1771,Fijian (Yasayasabeqa; Sawau),,,,,,
1772,Fijian (Rakiraki; Tokaimalo),,,,,,
1773,Fijian (Verata; Nasinu),,,,,,
1774,Fijian (Naitasiri; Navunokonoko),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1775,Fijian (Vanualevuiloma; Kiā),,,,,,
1776,Fijian (Vanualevuiloma; Wailevu),,,,,,
1777,Fijian (Vatulawa; Nasau),,,,,,
1778,Fijian (Verata; Tokou),,,,,,
1779,Fijian (Verata; Yanuca Moturiki),,,,,,
1780,Fijian (Vanualevuiloma; Naqumu),,,,,,
1781,Fijian (Vanualevuiloma; Navadra),,,,,,
1782,Fijian (Magodro; Magodro),west2519,wyy,Papunesia,-17.8355,177.657,Austronesian
1783,Fijian (Naitasiri; Lomaivuna),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1784,Fijian (Wainibuka; Nakida),,,,,,
1785,Fijian (Vanualevuiloma; Sāsā),,,,,,
1786,Fijian (Yasayasabeqa; Deuba),,,,,,
1787,Fijian (Wainibuka; Bureivanua),,,,,,
1788,Fijian (Nadroga; Bemana),nadr1235,wyy,Papunesia,,,Austronesian
1789,Fijian (Wainibuka; Bureiwai),,,,,,
1790,Fijian (Kadavu; Namara Kadavu),kada1285,fij,Papunesia,,,Austronesian
1791,Fijian (Rewa; Visama),,,,,,
1792,Fijian (Yasayasabeqa; Naduruvesi),,,,,,
1793,Fijian (Nadroga; Tuva),nadr1235,wyy,Papunesia,,,Austronesian
1794,Fijian (Rewa; Toga),,,,,,
1795,Fijian (Bua; Navakasiga),west2514,fij,Papunesia,,,Austronesian
1796,Fijian (Vanualevuiloma; Drakaniwai),,,,,,
1797,Fijian (Yasawa; Marou),,,,,,
1798,Fijian (Vatulawa; Wainikeli),,,,,,
1799,Fijian (Bau; Kaba),bauu1243,fij,Papunesia,,,Austronesian
1800,Fijian (Naitasiri; Navakavu),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1801,Fijian (Wainibuka; Silana),,,,,,
1802,Fijian (Rewa; Rewa),,,,,,
1803,Fijian (Rakiraki; Raviravi Ra),,,,,,
1804,Fijian (Vuda; Buduka),,,,,,
1805,Fijian (Vanualevuiloma; Dreketi),,,,,,
1806,Fijian (Wainimala; Rārā),,,,,,
1807,Fijian (Tailevu; Burerua),,,,,,
1808,Fijian (Vatulawa; Naweni),,,,,,
1809,Fijian (Wainibuka; Namena),,,,,,
1810,Fijian (Ovalau; Cawaci),,,,,,
1811,Fijian (Vuda; Māmānuca),,,,,,
1812,Fijian (Waya; Viwa),waya1268,wyy,Papunesia,-17.294682,177.123396,Austronesian
1813,Fijian (Vuda; Malolo),,,,,,
1814,Fijian (Vanualevuiloma; Naqelelevu),,,,,,
1815,Fijian (Vanualevuiloma; Bāravi),,,,,,
1816,Fijian (Vanualevuicake; Batinikama),,,,,,
1817,Fijian (Sērua; Sērua),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1818,Fijian (Rewa; Buretū),,,,,,
1819,Fijian (Gau; Gau),,,,,,
1820,Fijian (Rewa; Nukui),,,,,,
1821,Fijian (Vanualevuicake; Koibau/Qoibau),,,,,,
1822,Fijian (Vanualevuiloma; Nasavusavu,,,,,,
1823,Fijian (Nadroga; Lomawai),nadr1235,wyy,Papunesia,,,Austronesian
1824,Fijian (Waidina; Navuakece),waid1240,fij,Papunesia,,,Austronesian
1825,Fijian (Nadroga; Naqwalimare),nadr1235,wyy,Papunesia,,,Austronesian
1826,Fijian (Keiasi; Vusu),,,,,,
1827,Fijian (Vanualevuiloma; Nabekavu),,,,,,
1828,Fijian (Wainibuka; Nasautoka),,,,,,
1829,Fijian (Rakiraki; Naroko),,,,,,
1830,Fijian (Vatulawa; Qamea),,,,,,
1831,Fijian (Nadroga; Davutukia/Davujukia),nadr1235,wyy,Papunesia,,,Austronesian
1832,Fijian (Ba; Qaliyalatina),,,,,,
1833,Fijian (Vanualevuiloma; Dewala),,,,,,
1834,Fijian (Rewa; Naqarani),,,,,,
1835,Fijian (Keiasi; Mosi),,,,,,
1836,Fijian (Verata; Nāloto Verata),,,,,,
1837,Fijian (Bau; Taiobau),bauu1243,fij,Papunesia,,,Austronesian
1838,Fijian (Rewa; Vūtia),,,,,,
1839,Fijian (Waidina; Naitavuni),waid1240,fij,Papunesia,,,Austronesian
1840,Fijian (Vanualevuicake; Namukaicake),,,,,,
1841,Fijian (Namosi; Vunaqumu),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1842,Fijian (Gau; Narocake),,,,,,
1843,Fijian (Nadroga; Momi),nadr1235,wyy,Papunesia,,,Austronesian
1844,Fijian (Tailevu; Nacovu),,,,,,
1845,Fijian (Rewa; Noco),,,,,,
1846,Fijian (Bau; Nairai),bauu1243,fij,Papunesia,,,Austronesian
1847,Fijian (Vanualevuicake; Labasa),,,,,,
1848,Fijian (Wainibuka; Nayavu),,,,,,
1849,Fijian (Rewa; Nukutubu),,,,,,
1850,Fijian (Verata; Savuna),,,,,,
1851,Fijian (Kadavu; Nabukelevu),kada1285,fij,Papunesia,,,Austronesian
1852,Fijian (Yasayasabeqa; Naturū),,,,,,
1853,Fijian (Yasawa; Nacula),,,,,,
1854,Fijian (Bau; Batiki),bauu1243,fij,Papunesia,,,Austronesian
1855,Fijian (Yasayasabeqa; Kulu),,,,,,
1856,Fijian (Ovalau; Gavo),,,,,,
1857,Fijian (Wainibuka; Barotu),,,,,,
1858,Fijian (Wainibuka; Nababa),,,,,,
1859,Fijian (Nadroga; Cuvu),nadr1235,wyy,Papunesia,,,Austronesian
1860,Fijian (Verata; Nasauvuki),,,,,,
1861,Fijian (Tailevu; Tubalevu),,,,,,
1862,Fijian (Rewa; Tokatoka),,,,,,
1863,Fijian (Wainibuka; Wailotua),,,,,,
1864,Fijian (Rewa; Nuku),,,,,,
1865,Fijian (Bua; Lekutu),west2514,fij,Papunesia,,,Austronesian
1866,Fijian (Rakiraki; Vatukaloko),,,,,,
1867,Fijian (Sērua; Mami/Bajiwaiilolo),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1868,Fijian (Verata; Natokalau),,,,,,
1869,Fijian (Yasayasamuala; Natokalau Cicia),,,,,,
1870,Fijian (Yasayasabeqa; Raviravi),,,,,,
1871,Fijian (Sērua; Tubai),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1872,Fijian (Rakiraki; Navatu Rā),,,,,,
1873,Fijian (Vanualevuicake; Korotubu),,,,,,
1874,Fijian (Yasayasabeqa; Vābea),,,,,,
1875,Fijian (Verata; Naicabecabe),,,,,,
1876,Fijian (Ovalau; Nasaumatua),,,,,,
1877,Fijian (Ovalau; Levuka),,,,,,
1878,Fijian (Rewa; Dravo),,,,,,
1879,Fijian (Rewa; Dreketi Rewa),,,,,,
1880,Fijian (Sērua; Vunaniu),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1881,Fijian (Vatulawa; Natewa),,,,,,
1882,Fijian (Kadavu; Tavuki),kada1285,fij,Papunesia,,,Austronesian
1883,Fijian (Bua; Sōlevu),west2514,fij,Papunesia,,,Austronesian
1884,Fijian (Vuda; Vuda),,,,,,
1885,Fijian (Ba; Nakoroboya),,,,,,
1886,Fijian (Waidina; Waidina),waid1240,fij,Papunesia,,,Austronesian
1887,Fijian (Tailevu; Mokani),,,,,,
1888,Fijian (Bua; Dama),west2514,fij,Papunesia,,,Austronesian
1889,Fijian (Lau; Oneata),lauu1248,llx,Papunesia,,,Austronesian
1890,Fijian (Wainibuka; Nasoqo),,,,,,
1891,Fijian (Wainibuka; Dakuinuku),,,,,,
1892,Fijian (Vanualevuiloma; Cikobia),,,,,,
1893,Fijian (Ba; Vitogo),,,,,,
1894,Fijian (Bau; Bau),bauu1243,fij,Papunesia,,,Austronesian
1895,Fijian (Vanualevuiloma; Savudrodro),,,,,,
1896,Fijian (Vuda; Naua),,,,,,
1897,Fijian (Rakiraki; Yadua),,,,,,
1898,Fijian (Yasayasabeqa; Natūsara),,,,,,
1899,Fijian (Tailevu; Nausori),,,,,,
1900,Fijian (Nadroga; Namaqumaqua),nadr1235,wyy,Papunesia,,,Austronesian
1901,Fijian (Bua; Kavula),west2514,fij,Papunesia,,,Austronesian
1902,Fijian (Tailevu; Vugalei),,,,,,
1903,Fijian (Bau; Viwa Bau),bauu1243,fij,Papunesia,,,Austronesian
1904,Fijian (Bua; Wainunu),west2514,fij,Papunesia,,,Austronesian
1905,Fijian (Wainibuka; Nakuailava),,,,,,
1906,Fijian (Vanualevuicake; Nakama),,,,,,
1907,Fijian (Vanualevuiloma; Muanivatu),,,,,,
1908,Fijian (Ba; Bulu),,,,,,
1909,Fijian (Vuda; Nawaka),,,,,,
1910,Fijian (Rakiraki; Vatumali),,,,,,
1911,Fijian (Ba; Tāvua/Tavua),,,,,,
1912,Fijian (Verata; Navatu Bua),,,,,,
1913,Fijian (Naitasiri; Tamavua),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1914,Fijian (Vanualevuicake; Vaturova),,,,,,
1915,Fijian (Nadrogā; Mavua),nadr1235,wyy,Papunesia,,,Austronesian
1916,Fijian (Rewa; Nabuli),,,,,,
1917,Fijian (Rewa; Nakeloiwai),,,,,,
1918,Fijian (Bau; Qalivakabau),bauu1243,fij,Papunesia,,,Austronesian
1919,Fijian (Wainibuka; Nailega),,,,,,
1920,Fijian (Rakiraki; Malake),,,,,,
1921,Fijian (Naitasiri; Nasele),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1922,Fijian (Emalu; Emalu),,,,,,
1923,Fijian (Gonedau; Macuataiwai),gone1237,goo,Papunesia,-16.5886,178.599,Austronesian
1924,Fijian (Wainibuka; Waimarōiwai),,,,,,
1925,Fijian (Wainimala; Wailevu Wainimala),,,,,,
1926,Fijian (Vatulawa; Cawa),,,,,,
1927,Fijian (Namosi; Namosi),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1928,Fijian (Vanualevuicake; Koroalau),,,,,,
1929,Fijian (Keiasi; Nasikawa),,,,,,
1930,Fijian (Verata; Uluibau),,,,,,
1931,Fijian (Kadavu; Galoa),kada1285,fij,Papunesia,,,Austronesian
1932,Fijian (Naitasiri; Maū),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1933,Fijian (Lau; Ono),lauu1248,llx,Papunesia,,,Austronesian
1934,Fijian (Vatulawa; Boumā),,,,,,
1935,Fijian (Vatulawa; Nabuna),,,,,,
1936,Fijian (Keiasi; Namataku/Nabau),,,,,,
1937,Fijian (Emalu; Nalea/Naleā),,,,,,
1938,Fijian (Vanualevuicake; Bucaisau),,,,,,
1939,Fijian (Wainimala; Laselevu),,,,,,
1940,Fijian (Yasayasamuala; Muala/Moala),,,,,,
1941,Fijian (Vanualevuiloma; Turiwai/Wainiqeu),,,,,,
1942,Fijian (Vanualevuicake; Wairikiibuca),,,,,,
1943,Fijian (Bua; Vuya),west2514,fij,Papunesia,,,Austronesian
1944,Fijian (Kadavu; Tabuya),kada1285,fij,Papunesia,,,Austronesian
